Soil_Moisture,Soil_Temp,Water_Level,Pump_State,Water_Pressure,Water_Flow,Label
6.16,22.42,39.28147111,64,0.939948632,17.38592486,0
6.21701622,22.22141647,18.68796921,63,7.592714787,6.711800575,1
6.27380991,22.22789764,18.68037796,62,19.55595398,14.24034977,1
6.16,22.42,39.28147111,64,1.058420645,19.57176451,0
6.293358803,22.22989464,18.679739,63,27.12710571,8.545482635,1
6.16,22.42,39.28147111,64,1.261119491,23.31161129,0
6.16,22.42,39.28147111,64,0.940193241,17.39043795,0
6.244165421,22.22022057,18.69008255,63,29.00887489,19.39323044,1
6.16,22.42,39.28147111,64,0.202535774,3.780464583,0
6.17,22.34666667,39.07843111,64,0,0,0
6.16,22.42,39.28147111,64,1.550572791,28.65210045,0
6.16,22.42,39.28147111,64,0.177504179,3.318625097,0
6.16,22.42,39.28147111,64,0.213380081,3.980544881,0
6.274198055,22.22890663,18.68220901,63,34.00730515,28.74447441,1
6.16,22.42,39.28147111,64,0.672183946,12.4455963,0
6.16,22.42,39.28147111,64,0.541889192,10.04162399,0
6.16,22.42,39.28147111,64,1.007786701,18.637555,0
6.16,22.42,39.28147111,64,0.586652534,10.86751936,0
6.16,22.42,39.28147111,64,1.512740022,27.95407596,0
6.16,22.42,39.28147111,64,1.662929594,30.72511287,0
6.16,22.42,39.28147111,64,1.3146072,24.29847351,0
6.16,22.42,39.28147111,64,0.163153818,3.053857184,0
6.16,22.42,39.28147111,64,0.824574993,15.25725101,0
6.16,22.42,39.28147111,64,1.299767622,24.02467942,0
6.273649216,22.22699738,18.68381119,63,15.9365387,12.06421375,1
6.182713985,22.21774292,18.67969704,34,116.9543152,134.4253845,1
6.167877197,22.20353317,18.69311905,63,19.61072922,11.71759319,1
6.221504211,22.21682739,18.69242287,63,36.00119019,28.72476578,1
6.16,22.42,39.28147111,64,0.688165029,12.74045147,0
6.291717529,22.22950745,18.68154716,61,33.32638931,18.66912651,1
6.16,22.42,39.09196711,64,0.01965021,0.406178049,0
6.298822403,22.2299366,18.67968369,40,0.848143399,1.472865105,1
6.16,22.42,39.28147111,64,1.50939704,27.89239707,0
6.272017956,22.22436523,18.69009018,63,16.71154213,11.96471405,1
6.076853275,22.20002937,18.69321632,64,3.764787674,2.541938543,1
6.16,22.42,39.28147111,64,0.803620205,14.87062969,0
6.16,22.42,39.28147111,64,0.205715683,3.839134745,0
6.16,22.42,39.28147111,64,1.92245913,35.51350076,0
6.237035275,22.21505547,18.69182968,63,22.66025925,13.13948441,1
6.299588203,22.22999573,18.67967987,56,1.529187679,1.844297528,1
6.275900841,22.22949219,18.68011665,63,31.75371933,18.15068436,1
6.177206993,22.417099,39.25371552,64,0.043523949,1.136626601,0
6.15546608,22.41634369,39.27941895,64,0.38301295,8.771924019,0
6.268297672,22.21469307,18.69278336,63,9.257288933,6.349719524,1
6.287834644,22.22970009,18.68004608,63,20.37255096,7.176955223,1
6.297565937,22.22972107,18.67976761,58,2.036141872,0.912554681,1
6.16,22.42,39.28147111,64,1.884463288,34.81246753,0
6.16,22.42,39.28147111,64,1.226874312,22.67977877,0
6.16,22.42,39.28147111,64,1.915447022,35.38412553,0
6.294107914,22.2299633,18.67971611,64,4.998189926,4.613073349,1
6.16,22.42,39.28147111,64,1.838232296,33.95949363,0
6.190649509,22.41701508,39.28029251,64,0.501081169,10.82078648,0
6.17644453,22.41720963,39.27647018,64,0.64430809,13.94664288,0
6.16,22.42,39.28147111,64,0.654327531,12.11614077,0
6.243568897,22.22488976,18.69026375,63,11.02270985,8.600441933,1
6.16,22.42,39.28147111,64,1.555872641,28.74988406,0
6.16,22.42,39.28147111,64,1.052305434,19.45893728,0
6.292428493,22.22934723,18.68239021,60,28.43192291,12.79281425,1
6.16,22.42,39.28147111,64,0.104855477,1.978237535,0
6.16,22.42,39.28147111,64,0.476904888,8.842646565,0
6.16,22.42,39.28147111,64,0.940682457,17.39946413,0
6.16,22.42,39.28147111,64,1.528150353,28.23840059,0
6.265100479,22.22451782,18.6911087,63,21.24444771,11.70493126,1
6.16,22.42,39.28147111,64,0.721839455,13.36175345,0
6.169950008,22.20027733,18.69321442,63,6.70387888,4.629266262,1
6.24060297,22.21362877,18.69276619,63,9.871070862,8.022670746,1
6.294766903,22.22990417,18.67970848,61,10.9912653,8.781959534,1
6.16,22.42,39.28147111,64,0.759019936,14.04774305,0
6.16,22.42,39.28147111,64,1.835296995,33.90533656,0
6.16,22.42,39.28147111,64,0.091238942,1.72700889,0
6.20172739,22.20775223,18.69242287,63,9.19461441,5.590496063,1
6.16,22.42,39.28147111,64,0.061559786,1.179420705,0
6.16,22.42,39.28147111,64,0.297606914,5.53455201,0
6.16,22.42,39.28147111,64,0.778507073,14.40728584,0
6.16,22.42,39.28147111,64,0.987239594,18.25845549,0
6.283155441,22.22925186,18.68050385,63,13.86679077,9.941354752,1
6.16,22.42,39.28147111,64,0.07289331,1.388527183,0
6.167236328,22.41790199,39.28054047,64,1.523043513,29.87179375,0
6.16,22.42,39.28147111,64,1.19817359,22.15024294,0
6.296684742,22.22995758,18.67969894,63,4.033972263,3.636272907,1
6.16,22.42,39.28147111,64,0.498104285,9.233780982,0
6.157876968,22.20253563,18.69303513,63,5.605585098,3.863628864,1
6.175672054,22.41687393,39.27510834,64,1.419203877,24.55309486,0
6.283768177,22.22590828,18.68938065,63,14.68962955,14.92765141,1
6.248143673,22.22447014,18.68820763,62,18.67476082,13.41049194,1
6.291759491,22.22955894,18.68016052,55,2.063309908,1.95618546,1
6.148943424,22.20205116,18.69313812,64,7.112769127,5.805303574,1
6.16,22.42,39.28147111,64,1.709079049,31.57658241,0
6.16,22.42,39.28147111,64,0.933425741,17.26557581,0
6.16,22.42,39.28147111,64,0.27192303,5.060677619,0
6.16,22.42,39.28147111,64,1.526845774,28.21433078,0
6.16,22.42,39.28147111,64,0.077214725,1.468258429,0
6.16,22.42,39.28147111,64,0.484161605,8.976534885,0
6.16,22.42,39.28147111,64,1.185209344,21.9110492,0
6.16,22.42,39.28147111,64,1.579273513,29.18163628,0
6.16,22.42,39.28147111,64,1.861143952,34.38221967,0
6.16,22.42,39.28147111,64,1.174283501,21.70946454,0
6.16,22.42,39.28147111,64,1.508500143,27.87584907,0
6.16,22.42,39.28147111,64,1.702230013,31.4502159,0
6.16,22.42,39.28147111,64,1.626564475,30.05416691,0
6.200165749,22.4173584,39.27614594,64,1.183722734,23.16133118,0
6.16,22.42,39.28147111,64,1.244730727,23.0092343,0
6.16,22.42,39.28147111,64,0.352073056,6.53946659,0
6.16,22.42,39.28147111,64,0.08218843,1.560024581,0
6.16,22.42,39.28147111,64,1.390598883,25.70053996,0
6.16,22.42,39.28147111,64,1.163357658,21.50787988,0
6.16,22.42,39.28147111,64,0.776305597,14.36666803,0
6.276016235,22.227705,18.68344307,63,27.53748512,11.94220448,1
6.16,22.42,39.28147111,64,0.576623588,10.68248269,0
6.15286684,22.20051956,18.69320488,64,5.162923813,2.380732298,1
6.16,22.42,39.28147111,64,0.986342696,18.24190749,0
6.244762897,22.22031784,18.69239426,63,19.79330063,11.7665329,1
6.16,22.42,39.28147111,64,1.015043418,18.77144332,0
6.16,22.42,39.28147111,64,1.876880427,34.67256176,0
6.16,22.42,39.09196711,64,0.034082107,0.672450326,0
5.940109253,22.20000839,18.69116211,33,993.9648438,759.5371094,1
6.264711857,22.21575928,18.69086266,57,5.911159039,2.903603315,1
6.072836876,22.20088387,18.69315529,64,6.82943821,1.552922845,1
5.940001965,22.20000076,18.68177223,32,999.9993896,800,1
6.161248207,22.20202065,18.69317436,64,5.05833292,2.285117388,1
6.16,22.42,39.28147111,64,0.486444617,9.018657053,0
6.16,22.42,39.28147111,64,0.2362102,4.401766562,0
6.16,22.42,39.28147111,64,0.697134005,12.90593142,0
6.16,22.42,39.28147111,64,1.697337845,31.35995412,0
6.16,22.42,39.28147111,64,1.363691956,25.20410013,0
6.16,22.42,39.28147111,64,1.146153533,21.19045926,0
6.209558964,22.20849991,18.69308662,63,22.73380089,19.17967606,1
6.289832115,22.22964859,18.68001747,63,11.13843441,10.48378181,1
6.16,22.42,39.28147111,64,0.667047169,12.35082142,0
6.16,22.42,39.28147111,64,1.550328183,28.64758737,0
6.16,22.42,39.28147111,64,1.305638224,24.13299357,0
6.16,22.42,39.28147111,64,0.450405642,8.353728543,0
6.191532135,22.20261383,18.69317627,63,14.72105885,9.34254837,1
6.2942729,22.22985649,18.68004608,61,11.12374878,9.295577049,1
6.16,22.42,39.28147111,64,0.762607526,14.11393502,0
6.289843082,22.22959709,18.68030167,62,22.54190445,14.38626099,1
6.16,22.42,39.28147111,64,1.650943781,30.50397149,0
6.220198154,22.20265007,18.69318008,63,11.46326733,7.551995754,1
6.16,22.42,39.28147111,64,0.940519385,17.39645541,0
6.16,22.42,39.28147111,64,1.790778262,33.08395428,0
6.16,22.42,39.28147111,64,1.659015859,30.65290344,0
6.16,22.42,39.28147111,64,0.673733132,12.4741792,0
6.16,22.42,39.28147111,64,1.077581638,19.92528985,0
6.245795727,22.22356987,18.68981171,63,19.83861542,15.30262852,1
6.16,22.42,39.28147111,64,0.278364385,5.179522307,0
6.16,22.42,39.28147111,64,0.193485262,3.613480274,0
6.16,22.42,39.28147111,64,0.285539565,5.311906264,0
6.16,22.42,39.28147111,64,0.759672225,14.05977795,0
6.289039135,22.22956467,18.67993164,62,14.11067486,13.97534275,1
6.084670067,22.20404434,18.68992233,62,3.181489944,2.146296501,1
6.16,22.42,39.28147111,64,0.426107872,7.905428326,0
6.24135685,22.20206451,18.69320869,63,15.62277222,8.882987976,1
6.16,22.42,39.28147111,64,0.855232582,15.82289156,0
6.236387253,22.22620773,18.68342018,63,15.89775085,18.77860641,1
6.16,22.42,39.28147111,64,1.277345183,23.61097956,0
6.282823563,22.22919083,18.6800251,63,18.42111969,13.72830582,1
6.16,22.42,39.28147111,64,0.595295365,11.02698185,0
6.178996563,22.41668892,39.27703094,64,1.450045347,25.42439842,0
6.178340912,22.21611595,18.6875267,61,8.828466415,4.574625015,1
5.940176964,22.20002556,18.67972183,32,999.9883423,799.9935913,1
6.297221184,22.22996902,18.67969704,63,16.41111946,15.15435886,1
6.16,22.42,39.28147111,64,0.740348159,13.70324389,0
6.16,22.42,39.28147111,64,1.322516205,24.44439674,0
6.16,22.42,39.28147111,64,1.913327082,35.34501209,0
6.267715931,22.22749329,18.68394852,63,10.53997612,6.77094698,1
6.16,22.42,39.28147111,64,0.95120062,17.59352698,0
6.16,22.42,39.28147111,64,1.002405316,18.53826703,0
6.16,22.42,39.28147111,64,0.434669167,8.063386456,0
6.199671268,22.20169258,18.69317627,64,2.873642683,1.803896427,1
6.16,22.42,39.28147111,64,0.221044478,4.121955017,0
6.249917984,22.21884346,18.69111824,62,11.43437958,8.58637619,1
6.16,22.42,39.28147111,64,0.082433038,1.564537671,0
5.949015141,22.20001793,18.69314384,61,53.60639572,6.43185091,1
6.16,22.42,39.08745511,64,0.006604427,0.165479946,0
6.16,22.42,39.28147111,64,1.757266909,32.46566103,0
6.16,22.42,39.28147111,64,0.143992825,2.700331845,0
6.16,22.42,39.28147111,64,1.663663419,30.73865214,0
6.16,22.42,39.28147111,64,1.632108932,30.1564636,0
6.271319389,22.22746468,18.68628311,63,9.560826302,5.290053368,1
6.16,22.42,39.28147111,64,1.10880998,20.50146094,0
6.16,22.42,39.28147111,64,1.16099311,21.46425335,0
6.16,22.42,39.28147111,64,1.973745363,36.45974518,0
5.940079689,22.2005291,18.67967987,32,999.9998779,799.9996948,1
6.16,22.42,39.28147111,64,0.161115414,3.016248105,0
6.16,22.42,39.28147111,64,1.29389702,23.91636528,0
6.16,22.42,39.28147111,64,1.186513922,21.93511901,0
6.16,22.42,39.28147111,64,1.628929023,30.09779344,0
6.16,22.42,39.28147111,64,1.11704513,20.65340161,0
6.16,22.42,39.28147111,64,1.149904195,21.25965996,0
6.064473629,22.20031548,18.69297028,63,5.519634724,1.596030593,1
6.16,22.42,39.28147111,64,1.756043866,32.44309558,0
6.16,22.42,39.28147111,64,0.556158017,10.30488754,0
6.231049061,22.22078133,18.69000244,63,5.633851528,3.005988359,1
6.16,22.42,39.28147111,64,0.589098618,10.91265025,0
6.16,22.42,39.28147111,64,0.775001019,14.34259822,0
6.16,22.42,39.28147111,64,0.816095234,15.10079725,0
6.2468853,22.22607994,18.68306351,63,20.08069038,15.10046768,1
6.16,22.42,39.28147111,64,1.636348812,30.23469048,0
6.26830101,22.22819519,18.68400955,63,31.06863785,24.71510124,1
6.183643818,22.41709518,39.26799011,63,1.349136472,26.28926468,0
6.16,22.42,39.28147111,64,0.307228179,5.712066861,0
6.084214211,22.201231,18.6931324,63,2.94333601,0.604718208,1
6.218615532,22.21048546,18.69296074,63,24.32605743,16.67554474,1
6.178276062,22.41633224,39.27239609,64,1.39598,26.9293251,0
6.27257967,22.22796822,18.68394852,63,34.89831543,23.03939247,1
6.16,22.42,39.28147111,64,0.837620775,15.49794912,0
6.16,22.42,39.28147111,64,0.175873456,3.288537834,0
6.242553711,22.22799492,18.68225288,63,10.92132378,4.427989006,1
6.16,22.42,39.28147111,64,1.55799258,28.7889975,0
6.292240143,22.22985649,18.6798687,63,12.56092644,17.05381966,1
6.16,22.42,39.28147111,64,1.924497534,35.55110984,0
6.16,22.42,39.28147111,64,0.500794977,9.283424966,0
6.275894165,22.22811317,18.68310928,63,22.65463066,23.92239952,1
6.16,22.42,39.28147111,64,1.948387623,35.99188824,0
6.16,22.42,39.28147111,64,0.160136981,2.998195747,0
6.16,22.42,39.28147111,64,1.843369073,34.05426851,0
6.16,22.42,39.28147111,64,0.914264748,16.91205047,0
6.253858089,22.22134399,18.68990517,63,13.97924042,14.84255028,1
6.278580666,22.2291832,18.6803112,63,11.60268116,9.073765755,1
6.16,22.42,39.28147111,64,1.458029271,26.94464829,0
6.16,22.42,39.28147111,64,1.586448693,29.31402024,0
6.16,22.42,39.28147111,64,1.521790534,28.12106026,0
6.265537739,22.22700119,18.68479729,63,24.6446743,9.025734901,1
6.283033848,22.22931862,18.68120384,63,25.42666817,18.90152931,1
6.16,22.42,39.28147111,64,1.026295405,18.97904543,0
6.16,22.42,39.28147111,64,0.620816177,11.49784752,0
6.16,22.42,39.28147111,64,0.86795222,16.05757221,0
6.16,22.42,39.28147111,64,0.213298545,3.979040518,0
6.16,22.42,39.28147111,64,1.58653023,29.3155246,0
6.280353546,22.22895432,18.68158531,62,34.71362686,12.2454977,1
6.16,22.42,39.28147111,64,0.199437401,3.723298783,0
6.16,22.42,39.28147111,64,0.158750866,2.972621574,0
6.16,22.42,39.28147111,64,0.12866403,2.417511574,0
6.16,22.42,39.28147111,64,0.533980187,9.895700766,0
5.958,22.2005,18.69321558,64,0,0,1
6.16,22.42,39.28147111,64,0.597007624,11.05857348,0
6.220487595,22.21628571,18.69226837,63,27.02524757,18.06476021,1
6.16,22.42,39.28147111,64,0.915813935,16.94063337,0
6.295580864,22.22982597,18.68102074,62,28.73130035,10.67652607,1
6.113462925,22.20484924,18.69234467,64,2.777134895,1.16556561,1
6.16,22.42,39.28147111,64,0.308532757,5.736136671,0
6.16,22.42,39.28147111,64,0.95372824,17.64016224,0
6.293794155,22.22972679,18.6797657,63,14.52878475,13.77021503,1
6.16,22.42,39.28147111,64,1.594602307,29.46445655,0
6.206080437,22.2176609,18.69189262,63,16.47885132,10.10875988,1
6.16,22.42,39.09873511,64,0.028537649,0.570153632,0
6.16,22.42,39.28147111,64,0.856047943,15.83793519,0
6.136342049,22.20133591,18.69318771,63,8.168308258,4.452391624,1
6.16,22.42,39.28147111,64,0.706999878,13.08795936,0
6.16,22.42,39.28147111,64,0.970443149,17.94855668,0
6.257701397,22.22607994,18.68494797,63,13.67357159,12.83510303,1
6.16,22.42,39.28147111,64,1.204207265,22.26156582,0
6.285526276,22.22945404,18.6808815,62,29.58848572,24.43229866,1
6.16,22.42,39.28147111,64,1.485751559,27.45613175,0
6.280160904,22.21927071,18.69210052,63,17.05951309,10.4096384,1
6.16,22.42,39.28147111,64,0.191283787,3.572862469,0
6.16,22.42,39.28147111,64,1.197521301,22.13820804,0
6.256381035,22.2193985,18.69244957,63,30.84547043,11.1430397,1
6.16,22.42,39.28147111,64,0.609645725,11.29174976,0
6.16,22.42,39.28147111,64,1.589302458,29.36667295,0
6.16,22.42,39.28147111,64,1.336866566,24.70916465,0
6.16,22.42,39.28147111,64,1.936564882,35.77375558,0
6.247169495,22.22275543,18.69204903,63,8.675600052,10.50938797,1
6.229934692,22.21292114,18.69268036,63,15.77034378,11.66518116,1
6.234184265,22.21014595,18.69290352,63,18.83572197,14.4658308,1
6.279787064,22.22759819,18.685812,63,17.45687294,15.54764366,1
6.16,22.42,39.28147111,64,0.835582372,15.46034004,0
5.976,22.201,39.07843111,64,0,0,0
6.16,22.42,39.28147111,64,1.041053447,19.25133516,0
6.254983425,22.22184563,18.68818474,63,19.06384087,11.94046593,1
6.16,22.42,39.28147111,64,1.120877329,20.72410668,0
6.16,22.42,39.28147111,64,0.306738962,5.703040682,0
6.295110226,22.2299633,18.67970085,64,17.70557022,5.351119041,1
6.149234772,22.20222092,18.69146538,61,3.168874264,1.997493386,1
6.205420971,22.21053123,18.69234657,63,6.326943398,4.242010593,1
6.190552711,22.41690254,39.28141022,64,0.576768994,9.808805466,0
6.262001514,22.21980858,18.69179535,63,26.21166992,24.79793549,1
6.271071434,22.22179031,18.6912365,64,5.607573986,4.947320938,1
6.16,22.42,39.28147111,64,1.835867748,33.9158671,0
6.16,22.42,39.28147111,64,1.854947205,34.26788807,0
6.16,22.42,39.28147111,64,1.210485548,22.37740178,0
5.994142532,22.20012283,18.69316292,64,2.586094141,0.716984928,1
6.192855358,22.21145821,18.6926403,63,24.71471596,20.96939468,1
6.189339638,22.20208359,18.69318581,63,21.25978279,10.94344139,1
6.16,22.42,39.28147111,64,0.558767174,10.35302716,0
6.16,22.42,39.28147111,64,0.789188308,14.60435741,0
6.16,22.42,39.28147111,64,0.949569897,17.56343971,0
6.16,22.42,39.28147111,64,0.109829182,2.070003687,0
6.16,22.42,39.28147111,64,0.704716866,13.04583719,0
6.134258747,22.20048332,18.69319916,63,20.44028854,10.247715,1
6.179982662,22.22184944,18.68538666,63,22.42741585,4.492717743,1
6.286935329,22.22893715,18.68135262,62,20.71027756,9.13244915,1
6.276873112,22.2274971,18.68354034,64,6.869191647,2.951567888,1
6.16,22.42,39.28147111,64,1.857637898,34.31753206,0
6.16,22.42,39.28147111,64,1.179338742,21.80273506,0
6.16,22.42,39.28147111,64,1.099025643,20.32093736,0
6.25920105,22.22900963,18.68104935,63,37.24986649,14.86770344,1
6.16,22.42,39.28147111,64,0.318561702,5.921173338,0
6.16,22.42,39.28147111,64,1.287047984,23.78999877,0
6.243736267,22.21367836,18.69079018,63,24.9002552,13.5662775,1
6.270625114,22.22471809,18.69010544,63,14.80872917,8.809947014,1
6.128700256,22.21336555,18.68059349,38,697.928833,642.1154785,1
6.17,22.41,39.07843111,64,0,0,0
6.16,22.42,39.28147111,64,0.247951404,4.618394854,0
6.16,22.42,39.28147111,64,0.445431938,8.261962391,0
6.242610931,22.21572495,18.69243431,63,20.08190155,9.169624329,1
6.16,22.42,39.28147111,64,1.361245872,25.15896923,0
6.16,22.42,39.28147111,64,1.701088507,31.42915482,0
6.289244175,22.22989464,18.67968559,57,6.674458504,7.697926521,1
6.16,22.42,39.28147111,64,0.678625301,12.56444098,0
6.242899418,22.2105999,18.69303703,64,9.066344261,4.95281744,1
6.139497757,22.20890617,18.69226265,64,7.77780056,4.787887096,1
6.16,22.42,39.28147111,64,0.420808023,7.807644721,0
6.233413219,22.21432304,18.6928463,63,31.5359726,27.20220947,1
6.231050014,22.21803093,18.69198227,63,25.04111671,20.85010719,1
6.154481888,22.21227264,18.69033432,64,3.784231424,1.382613778,1
6.255883694,22.21187592,18.69269562,62,5.989608765,2.739861727,1
6.255682468,22.22659874,18.68895912,63,36.70188141,29.43877792,1
6.16,22.42,39.28147111,64,0.732357618,13.5558163,0
6.16,22.42,39.28147111,64,0.630926658,11.68438855,0
6.242344379,22.20777702,18.69310188,63,8.118678093,9.012051582,1
6.16,22.42,39.28147111,64,0.386807452,7.18032529,0
6.16,22.42,39.28147111,64,0.751763219,13.91385473,0
6.16,22.42,39.28147111,64,1.027273839,18.99709779,0
6.273010254,22.22409058,18.68413353,63,12.17031956,7.637120724,1
6.16,22.42,39.28147111,64,0.72322557,13.38732763,0
6.16,22.42,39.28147111,64,0.290105589,5.3961506,0
6.16,22.42,39.28147111,64,1.102939378,20.39314679,0
6.290813446,22.22866058,18.68343925,62,7.273350239,3.063456774,1
6.24733305,22.22617722,18.68441391,63,14.46780109,11.330513,1
6.16,22.42,39.28147111,64,1.658852786,30.64989471,0
6.181080341,22.41670799,39.27422714,64,0.405342221,5.624324799,0
5.940788269,22.20003128,18.68167114,32,999.4977417,799.2040405,1
6.216766834,22.2093277,18.69280434,64,8.183558464,3.011263609,1
6.228608608,22.20019913,18.69321632,63,15.11502552,11.13099575,1
6.16,22.42,39.28147111,64,1.590607037,29.39074276,0
6.16,22.42,39.28147111,64,0.821802764,15.20610267,0
6.16,22.42,39.28147111,64,0.92372294,17.0865566,0
6.16,22.42,39.28147111,64,0.07395328,1.408083903,0
6.16,22.42,39.09422311,59,0.028129969,0.562631816,0
6.16,22.42,39.28147111,64,0.288556403,5.3675677,0
6.294244766,22.22989655,18.67971611,63,21.28265381,13.25272369,1
6.16,22.42,39.28147111,64,1.208447144,22.3397927,0
6.245733738,22.20624542,18.69316483,63,14.02399826,12.04836559,1
6.250065804,22.22178268,18.69182014,63,25.9654007,16.89512253,1
6.16,22.42,39.28147111,64,0.867544539,16.05005039,0
5.940000534,22.20000458,18.67967987,32,1000,800,1
6.111148357,22.20432854,18.69304657,63,15.39672565,9.970646858,1
6.16,22.42,39.28147111,64,1.639202577,30.28734319,0
6.16,22.42,39.28147111,64,1.996575482,3.9,0
6.239693165,22.22097969,18.6901722,63,4.874985218,2.504925728,1
6.16,22.42,39.28147111,64,1.798198051,33.22085133,0
6.16,22.42,39.28147111,64,1.433323821,26.48882625,0
6.16,22.42,39.07843111,64,0,0,0
6.035637856,22.20053864,18.69274139,62,5.868954182,3.625458002,1
6.16,22.42,39.28147111,64,1.816380611,33.55632431,0
6.154242516,22.20074463,18.69319344,64,4.168963432,0.445805579,1
6.250150681,22.20971489,18.69295311,63,20.31178665,17.86845589,1
6.16,22.42,39.28147111,64,0.318072486,5.912147159,0
6.16,22.42,39.28147111,64,0.254229687,4.734230817,0
6.24008894,22.22077942,18.6855793,62,26.96073341,22.25011063,1
6.16,22.42,39.28147111,64,0.766928941,14.19366627,0
6.16,22.42,39.28147111,64,1.062497452,19.64698267,0
6.16,22.42,39.28147111,64,1.93958172,35.82941702,0
6.16,22.42,39.28147111,64,1.621183089,29.95487894,0
6.16,22.42,39.28147111,64,0.313832606,5.833920275,0
6.16,22.42,39.28147111,64,0.33910881,6.30027285,0
6.263406754,22.22124481,18.68066788,39,29.02259636,12.78629017,1
6.16,22.42,39.28147111,64,0.738717437,13.67315662,0
6.296241283,22.22987556,18.67975998,63,13.69721222,8.791945457,1
6.16,22.42,39.28147111,64,0.927718211,17.16027039,0
6.169695377,22.41637802,39.27478027,64,0.744379163,13.64245701,0
6.16,22.42,39.28147111,64,1.425985568,26.35343357,0
6.16,22.42,39.28147111,64,1.605283542,29.66152812,0
6.16,22.42,39.28147111,64,1.503852583,27.79010037,0
6.164864063,22.20163727,18.6931839,64,7.472502708,6.145623684,1
6.256634235,22.22774124,18.68065643,62,19.953022,22.51960373,1
6.16,22.42,39.28147111,64,0.926087488,17.13018313,0
6.16,22.42,39.28147111,64,1.812874557,33.49163669,0
6.16,22.42,39.28147111,64,1.749520975,32.32274653,0
